rank,id,title,consoleName,consoleId,totalPlayers,casualPlayers,hardcorePlayers,numAchievements,points,genre,developer,publisher,released
159,2413,"Mazin Saga: Mutant Fighter","Genesis/Mega Drive",1,1002,1002,1002,38,0,"Beat 'em Up","Almanic | Givro","Vic Tokai, Sega","1993-01-01"
160,2415,"McDonald's Treasure Land Adventure","Genesis/Mega Drive",1,1001,1001,1001,27,0,"2D Platforming","Treasure","Sega, Tectoy","1993-09-23"
161,556,"Ranger-X","Genesis/Mega Drive",1,979,979,979,20,0,"Run & Gun","GAU Entertainment","Sega","1993-05-28"
162,165,"Flashback: The Quest for Identity","Genesis/Mega Drive",1,975,975,975,42,0,"Cinematic Platforming","Delphine Software International","U.S. Gold","1993-02-20"
163,4222,"Dahna: Megami Tanjou","Genesis/Mega Drive",1,966,966,966,18,0,"Action","Information Global Service","Information Global Service","1991-12-20"
164,13943,"~Homebrew~ Cave Story MD","Genesis/Mega Drive",1,962,962,962,84,0,"2D Platforming","andwn","andwn","2020-07-29"
165,81,"Space Harrier II","Genesis/Mega Drive",1,957,957,957,30,0,"Rail Shooter","Sega","Sega","1988-10-29"
166,1432,"Monster World IV","Genesis/Mega Drive",1,953,953,953,84,0,"Metroidvania","Westone","Sega","1994-04-01"
167,5855,"Shadow of the Beast","Genesis/Mega Drive",1,951,951,951,30,0,"2D Platforming, Action-Adventure","Reflections, WJS Design","Psygnosis","1991-01-01"
168,1439,"Daze Before Christmas","Genesis/Mega Drive",1,940,940,940,27,0,"2D Platforming","Funcom","Sunsoft","1994-01-01"
169,288,"~Prototype~ Ninja Gaiden","Genesis/Mega Drive",1,937,937,937,22,0,"Beat 'em Up","Opus","Sega","1992-08-06"
170,184,"Art of Fighting","Genesis/Mega Drive",1,929,929,929,35,0,"2D Fighting","SNK","SNK","1994-01-14"
171,311,"Gain Ground","Genesis/Mega Drive",1,916,916,916,101,0,"","SIMS | Sanritsu","Sega","1991-01-03"
172,74,"Top Gear 2","Genesis/Mega Drive",1,916,916,916,68,0,"Racing","Gremlin Graphics","Vic Tokai","1994-06-02"
173,619,"Ultimate Qix","Genesis/Mega Drive",1,906,906,906,49,0,"Puzzle, Action","Taito","Taito","1991-01-25"
174,287,"Rambo III","Genesis/Mega Drive",1,895,895,895,14,0,"Run & Gun","Sega","Sega","1989-01-01"
175,24453,"~Homebrew~ Mega Man: The Sequel Wars - Episode Red","Genesis/Mega Drive",1,892,892,892,135,0,"2D Platforming","Woodfrog and the Sequel Wars Team","Woodfrog and the Sequel Wars Team","2023-05-23"
176,4509,"Wiz 'n' Liz: The Frantic Wabbit Wescue","Genesis/Mega Drive",1,892,892,892,55,0,"","Bizarre Creations","Psygnosis","1993-01-01"
177,402,"Thunder Force II","Genesis/Mega Drive",1,891,891,891,50,0,"","Technosoft | Tecno Soft","Sega","1989-06-15"
178,4372,"The Ooze","Genesis/Mega Drive",1,884,884,884,27,0,"Action","Sega","Sega","1995-09-22"
179,157,"Double Dragon 3: The Arcade Game","Genesis/Mega Drive",1,877,877,877,12,0,"Beat 'em Up","East Technology","Flying Edge","1992-01-01"
180,485,"Arcus Odyssey","Genesis/Mega Drive",1,869,869,869,24,0,"Shoot 'em Up","Wolf Team","Renovation Products","1991-06-14"
181,154,"Doom Troopers","Genesis/Mega Drive",1,867,867,867,35,0,"","Adrenalin Entertainment","Playmates Interactive Entertainment","1995-01-01"
182,4291,"High Seas Havoc","Genesis/Mega Drive",1,866,866,866,27,0,"2D Platforming","Data East","Codemasters","1993-01-01"
183,113,"Hellfire","Genesis/Mega Drive",1,854,854,854,23,0,"Shoot 'em Up","Toaplan","Seismic","1990-09-28"
184,603,"Chiki Chiki Boys","Genesis/Mega Drive",1,832,832,832,30,0,"","Capcom, Visco","Sega","1992-10-16"
185,338,"DJ Boy","Genesis/Mega Drive",1,815,815,815,17,0,"Beat 'em Up","Kaneko","Kaneko","1990-05-19"
186,524,"~Prototype~ Tetris","Genesis/Mega Drive",1,810,810,810,21,0,"","","","1989-01-01"
187,4346,"The Lost Vikings","Genesis/Mega Drive",1,810,810,810,68,0,"Puzzle Platforming","Silicon & Synapse","Interplay Entertainment","1993-01-01"
188,41,"Tiny Toon Adventures: ACME All-Stars","Genesis/Mega Drive",1,799,799,799,39,0,"Sports","Konami","Konami","1994-01-01"
189,105,"Jurassic Park","Genesis/Mega Drive",1,788,788,788,42,0,"Action Adventure","BlueSky Software","Sega","1993-08-10"
190,8474,"Cannon Fodder","Genesis/Mega Drive",1,783,783,783,61,0,"Action, Shooter, Shoot-'Em-Up, Top-Down","Panelcomp","Virgin Interactive","1994-01-01"
191,4377,"OutRun 2019","Genesis/Mega Drive",1,778,778,778,43,0,"","SIMS | Sanritsu","Sega","1993-03-26"
192,561,"Landstalker: The Treasures of King Nole","Genesis/Mega Drive",1,769,769,769,50,0,"Action-Adventure","Climax Entertainment","Sega","1992-10-30"
193,25807,"~Hack~ Teenage Mutant Ninja Turtles: Shredder's Re-Revenge","Genesis/Mega Drive",1,762,762,762,25,0,"Beat 'em Up","savok","Hack - Streets of Rage 2","2022-12-26"
194,177,"Paperboy","Genesis/Mega Drive",1,754,754,754,9,0,"Action","Motivetime","Atari, Tengen","1990-01-01"
195,160,"Mutant League Hockey","Genesis/Mega Drive",1,726,726,726,40,0,"","Electronic Arts","Electronic Arts","1994-03-01"
196,18481,"~Unlicensed~ Bomber","Genesis/Mega Drive",1,723,723,723,8,0,"Action","Tectoy","AtGames, KDS","2008-01-01"
197,4140,"Batman Returns","Genesis/Mega Drive",1,721,721,721,23,0,"Beat 'em Up","Malibu Interactive","Sega","1992-01-01"
198,622,"Space Invaders '91","Genesis/Mega Drive",1,712,712,712,22,0,"Shoot 'em Up","Taito","Taito","1991-01-01"
199,10340,"~Hack~ Sonic the Hedgehog 2 XL","Genesis/Mega Drive",1,704,704,704,33,0,"2D Platforming","Captain Bozo, Ranger","Hack - Sonic the Hedgehog 2","2010-07-12"
200,4382,"Panorama Cotton","Genesis/Mega Drive",1,694,694,694,65,0,"Rail Shooter","Success","Sunsoft","1994-08-12"
