id,title,description,icon,boxArt,titleScreen,screenshot,rating
3186,"Tekken 6","Tekken 6  is a 2007 fighting game developed and published by Namco Bandai Games. It is the sixth main and seventh overall installment in the Tekken franchise. It was released on arcades in November 2007 as the first game running on the PlayStation 3-based System 357 arcade board. A year later, the game received an update, subtitled Bloodline Rebellion; both versions also saw a limited release in North America. A home version based on the update was released for the PlayStation 3 and Xbox 360 in October 2009; this was the first time a main installment was produced for a non-Sony console. A port to the PlayStation Portable was also released shortly after.","https://media.retroachievements.org/Images/086823.png","https://media.retroachievements.org/Images/065820.png","https://media.retroachievements.org/Images/065819.png","https://media.retroachievements.org/Images/065818.png","4.7"
3471,"Metal Slug: Anthology","Metal Slug is a series of run and gun video games first released on Neo-Geo arcade machines and game consoles created by SNK. It was also ported to other consoles, such as the Sega Saturn, the PlayStation, the Neo-Geo Pocket Color and more recently, the Game Boy Advance, PlayStation 2, iPhone, iPod Touch, Xbox, Xbox 360 and Nintendo DS. There is also an anthology of the first 7 games in the main series available for the Wii, PlayStation Portable, PlayStation 2 and Windows. In 2009, the first three games were officially ported by Games Load to Windows.","https://media.retroachievements.org/Images/048777.png","https://media.retroachievements.org/Images/048770.png","https://media.retroachievements.org/Images/048772.png","https://media.retroachievements.org/Images/116696.png","4.7"
3910,"Dragon Ball Z: Shin Budokai","Dragon Ball Z: Shin Budokai is a fighting video game part of the Dragon Ball Z franchise, and was released on March 7, 2006, developed by Dimps. The story mode is based on the events of the Dragon Ball Z movie Fusion Reborn. The players follow the events of the story in which they encounter many Dragon Ball Z characters, including Goku and Vegeta. The choices that you make determine how the story evolves.","https://media.retroachievements.org/Images/104258.png","https://media.retroachievements.org/Images/049707.png","https://media.retroachievements.org/Images/049708.png","https://media.retroachievements.org/Images/049772.png","4.7"
3185,"Burnout Legends","This is a list of video game remakes and remasters and includes remakes as well as remasters of video games. It does not include clones and enhanced ports.","https://media.retroachievements.org/Images/059681.png","https://media.retroachievements.org/Images/048414.png","https://media.retroachievements.org/Images/059709.png","https://media.retroachievements.org/Images/059711.png","4.7"
3891,"Shin Megami Tensei: Persona","Persona, previously marketed as Shin Megami Tensei: Persona outside of Japan, is a video game franchise primarily developed by Atlus and owned by Sega. Centered around a series of Japanese role-playing video games, Persona is a spin-off from Atlus' Megami Tensei franchise. The first entry in the series, Revelations: Persona, was released in 1996 for the PlayStation. The series has seen several more games since, with the most recent main entry being 2024's Persona 3 Reload, a remake of the 2006 game Persona 3.","https://media.retroachievements.org/Images/077388.png","https://media.retroachievements.org/Images/053386.png","https://media.retroachievements.org/Images/053385.png","https://media.retroachievements.org/Images/053384.png","4.7"
3509,"Jeanne D'Arc","Joan of Arc is a patron saint of France, honored as a defender of the French nation for her role in the siege of Orléans and her insistence on the coronation of Charles VII of France during the Hundred Years' War. Claiming to be acting under divine guidance, she became a military leader who gained recognition as a savior of France.","https://media.retroachievements.org/Images/049641.png","https://media.retroachievements.org/Images/046840.png","https://media.retroachievements.org/Images/046843.png","https://media.retroachievements.org/Images/046841.png","4.7"
10533,"Metal Gear Solid: Peace Walker","Metal Gear Solid: Peace Walker is a 2010 stealth game developed by Kojima Productions and published by Konami. It is the seventh Metal Gear game written, directed, and designed by Hideo Kojima, and the fifth installment of the Metal Gear Solid series, as well as the fourth Metal Gear game made specifically for the PlayStation Portable, following Metal Gear Solid: Portable Ops. A remastered version of the game titled Metal Gear Solid: Peace Walker — HD Edition was later released for the PlayStation 3 and Xbox 360 as part of the Metal Gear Solid HD Collection in North America and Europe and as a stand-alone retail release in Japan. The HD Edition of the game will be included in the Metal Gear Solid: Master Collection Vol. 2 compilation for Nintendo Switch, Nintendo Switch 2, PlayStation 5, Windows, and Xbox Series X/S on August 27, 2026.","https://media.retroachievements.org/Images/103151.png","https://media.retroachievements.org/Images/046912.png","https://media.retroachievements.org/Images/046915.png","https://media.retroachievements.org/Images/118054.png","4.7"
3215,"Final Fantasy","Final Fantasy is a 1987 role-playing video game developed and published by Square for the Nintendo Entertainment System. It is the first game in Square's Final Fantasy series, created by Hironobu Sakaguchi. The story follows four youths called the Warriors of Light, who each carry one of their world's four elemental crystals which have been darkened by the four Elemental Fiends. Together, they quest to defeat these evil forces, restore light to the crystals, and save their world.","https://media.retroachievements.org/Images/070784.png","https://media.retroachievements.org/Images/047908.png","https://media.retroachievements.org/Images/048785.png","https://media.retroachievements.org/Images/048786.png","4.7"
3971,"Grand Theft Auto: Vice City Stories","Grand Theft Auto: Vice City Stories is a 2006 action-adventure game developed by Rockstar Leeds and Rockstar North, and published by Rockstar Games. The tenth entry in the Grand Theft Auto series, the game was initially released as a PlayStation Portable exclusive in October 2006. A PlayStation 2 port was released in March 2007. Set within the fictional Vice City in 1984, the game is a prequel to 2002's Grand Theft Auto: Vice City and follows the exploits of ex-soldier Victor Vic Vance, a minor character originally featured in said game. The story centres around Vic's attempts to build up a criminal empire alongside his brother Lance. With the initial intention of raising money for his sick brother Pete's medication, Vic comes into conflict with rival gangs, drug lords and other enemies.","https://media.retroachievements.org/Images/089903.png","https://media.retroachievements.org/Images/048648.png","https://media.retroachievements.org/Images/064345.png","https://media.retroachievements.org/Images/050445.png","4.7"
10525,"Patapon","Patapon is a 2007 rhythm video game developed by Pyramid and Japan Studio and published by Sony Computer Entertainment for the PlayStation Portable. The game's unique genre was described to be a combination of rhythm and strategy. Its concept and design were conceived when game designer Hiroyuki Kotani discovered the Patapon designs from French artist Rolito's personal website. The name Patapon was created by Rolito and was inspired by an old French song for children. Kotani chose the name because it sounded similar to marching and drumming. The game was released in Japan in December 2007 and in February 2008 in North America and Europe.","https://media.retroachievements.org/Images/047445.png","https://media.retroachievements.org/Images/047378.png","https://media.retroachievements.org/Images/058365.png","https://media.retroachievements.org/Images/058367.png","4.7"
3164,"Shin Megami Tensei: Persona 3 Portable","Persona 3, released outside Japan as Shin Megami Tensei: Persona 3, is a 2006 role-playing video game developed by Atlus. It is the fourth main installment in the Persona series, which is part of the larger Megami Tensei franchise. It was originally released for the PlayStation 2 in Japan in 2006 and in North America in 2007. It has received several enhanced re-releases and ports: Persona 3 FES, an extended version featuring a new playable epilogue and other changes, was released for the PlayStation 2 in Japan in 2007 and worldwide in 2008. A PlayStation Portable version, Persona 3 Portable, was released in Japan in 2009, North America in 2010, and Europe in 2011, and ported to the Nintendo Switch, PlayStation 4, Windows, Xbox One and Xbox Series X/S in 2023. Persona 3 Reload, a remake of the core game and epilogue, was released in February 2024 for Windows, PlayStation 4, PlayStation 5, Xbox One and Xbox Series X/S, with a Nintendo Switch 2 release occurring in October 2025.","https://media.retroachievements.org/Images/123004.png","https://media.retroachievements.org/Images/046681.png","https://media.retroachievements.org/Images/036344.png","https://media.retroachievements.org/Images/036345.png","4.7"
15626,"Gran Turismo: The Real Driving Simulator","Gran Turismo is a 1997 sim racing video game developed and published by Sony Computer Entertainment for the PlayStation. It was directed by Kazunori Yamauchi and produced by Shuhei Yoshida. It is the first game in the Gran Turismo series.","https://media.retroachievements.org/Images/115804.png","https://media.retroachievements.org/Images/054876.png","https://media.retroachievements.org/Images/054877.png","https://media.retroachievements.org/Images/054875.png","4.7"
3738,"Phantasy Star Portable","Phantasy Star Portable is an action role-playing game co-developed by Sonic Team and Alfa System, and published by Sega for the PlayStation Portable. Sega released the game to Japan in July 2008, and to other markets in 2009.","https://media.retroachievements.org/Images/053525.png","https://media.retroachievements.org/Images/053523.png","https://media.retroachievements.org/Images/049244.png","https://media.retroachievements.org/Images/053526.png","4.7"
18128,"Dragon Ball Z: Shin Budokai 2 - Another Road","This is a list of games for Sony's PlayStation Portable (PSP) handheld game console made available to download from the PlayStation Store. The ability to download and play these titles has varied among titles between the platforms of PSP, PlayStation Vita (PSV), PlayStation TV (PSTV), PlayStation 4 (PS4), and PlayStation 5 (PS5). Titles released on the latter two are the original games software emulated. If a downloadable PSP game has been purchased for a device released prior to the PS4, the title is automatically added to the user's library on all devices for which there is a release.","https://media.retroachievements.org/Images/089994.png","https://media.retroachievements.org/Images/050045.png","https://media.retroachievements.org/Images/049887.png","https://media.retroachievements.org/Images/049982.png","4.7"
3165,"Castlevania: The Dracula X Chronicles","Castlevania: The Dracula X Chronicles is a 2007 platform game developed and published by Konami for the PlayStation Portable. The game is a remake of Castlevania: Rondo of Blood (1993) with 2.5D graphics, and marks the first time that Rondo of Blood was released outside of Japan. The game includes the original Rondo of Blood localized into English, as well as a remastered version of Castlevania: Symphony of the Night (1997). The game was released in North America on October 23, 2007.","https://media.retroachievements.org/Images/085805.png","https://media.retroachievements.org/Images/072411.png","https://media.retroachievements.org/Images/072410.png","https://media.retroachievements.org/Images/072409.png","4.6"
3236,"Final Fantasy Tactics: The War of the Lions","Final Fantasy Tactics: The War of the Lions  is a 2007 tactical role-playing game developed and published by Square Enix for the PlayStation Portable (PSP). The game is an updated version of Final Fantasy Tactics made for the PlayStation, which was released in 1997.","https://media.retroachievements.org/Images/074335.png","https://media.retroachievements.org/Images/047083.png","https://media.retroachievements.org/Images/047085.png","https://media.retroachievements.org/Images/047084.png","4.6"
18160,"Crash of the Titans","Crash of the Titans is a 2007 platform game developed by Radical Entertainment and published by Vivendi Games for the PlayStation 2, PlayStation Portable, Wii and Xbox 360. The sixth mainline game in the Crash Bandicoot series, it was the last to be published by Vivendi Games before Activision merged with the company the following year. Amaze Entertainment developed two separate versions of the game: one for the Nintendo DS and one for the Game Boy Advance. The game is the fourteenth installment in the Crash Bandicoot video game series, and the sixth game in the main franchise.","https://media.retroachievements.org/Images/081112.png","https://media.retroachievements.org/Images/053808.png","https://media.retroachievements.org/Images/057912.png","https://media.retroachievements.org/Images/057911.png","4.6"
17978,"Ben 10: Protector of Earth","Ben 10: Protector of Earth is an action-adventure video game developed by High Voltage Software and published by D3 Publisher and is based on the animated television series Ben 10. This is the second Ben 10 game following the HyperScan game, is the first official game in the franchise, and it was released for the PlayStation 2, PlayStation Portable, the Nintendo DS and the Nintendo Wii in late 2007.","https://media.retroachievements.org/Images/123052.png","https://media.retroachievements.org/Images/050414.png","https://media.retroachievements.org/Images/048603.png","https://media.retroachievements.org/Images/049525.png","4.6"
6580,"Jetpack Joyride","Jetpack Joyride is a 2011 endless runner action game created by Halfbrick Studios. It was released for iOS devices on the App Store on September 1, 2011 and has been ported to other systems. It was released online as a Flash version on May 11, 2012; on Android on September 28; on PlayStation Portable on November 20 in North America and November 21 in Europe; on BlackBerry PlayBook on December 13, 2012; on PlayStation 3 and PlayStation Vita on December 21 in Europe and December 31 in North America; on BlackBerry 10 on March 6, 2013; and on Windows Phone 8 and Windows 8 on June 5. It was also released on PlayStation 4 on April 26, 2016. A mobile version using the keypad was released in 2021 for KaiOS devices.","https://media.retroachievements.org/Images/049686.png","https://media.retroachievements.org/Images/059897.png","https://media.retroachievements.org/Images/047051.png","https://media.retroachievements.org/Images/047065.png","4.6"
3556,"Kingdom Hearts: Birth by Sleep -Final Mix-","Hikari  is a song recorded by Japanese–American recording artist Hikaru Utada for their fourth studio and third Japanese language album, Deep River (2002). It was released on March 20, 2002, as the third single from the album in Japan. It was written and composed by Utada, whilst production and arrangement was handled by Utada, Teruzane Utada, and long-time collaborator Miyake Akira. The single, and a remix by Russell McNamara, was used as the official Japanese theme song for the 2002 action role-playing video game Kingdom Hearts, and appeared on its original soundtrack. Musically, Hikari is a pop folk song with lyrics about mysteries in life and human activities.","https://media.retroachievements.org/Images/111025.png","https://media.retroachievements.org/Images/051027.png","https://media.retroachievements.org/Images/051025.png","https://media.retroachievements.org/Images/051026.png","4.6"
3169,"Final Fantasy IV: The Complete Collection","Final Fantasy IV: The Complete Collection is a 2011 role-playing video game compilation co-developed by Square Enix and Bullets and published by Square Enix for the PlayStation Portable. The collection consists of enhanced ports of Final Fantasy IV (1991) and Final Fantasy IV: The After Years (2008), as well as a new scenario called Final Fantasy IV Interlude, which is set between the two games. It was released in Japan on March 24, 2011, before being released to other markets in April. It was also released as digital download.","https://media.retroachievements.org/Images/093953.png","https://media.retroachievements.org/Images/046881.png","https://media.retroachievements.org/Images/046886.png","https://media.retroachievements.org/Images/046884.png","4.6"
3199,"Tony Hawk's Underground 2: Remix","Tony Hawk's is a series of skateboarding video games published by Activision and endorsed by the American professional skateboarder of the same name. From 1999 to 2007, the series was primarily developed for home consoles by Neversoft with generally annual releases. In 2008, Activision transferred the franchise to Robomodo, which released several additions before Activision and Hawk's license expired in 2015, leaving the future of the series uncertain. In 2020, the series returned under Activision with a remake of the original two games in the series, and a remake of the third and fourth games in 2025 developed by Vicarious Visions and Iron Galaxy respectively.","https://media.retroachievements.org/Images/082839.png","https://media.retroachievements.org/Images/047104.png","https://media.retroachievements.org/Images/080317.png","https://media.retroachievements.org/Images/080318.png","4.6"
3214,"Assassin's Creed: Bloodlines","This is a list of video games considered controversial. The list includes games that have earned controversies for violence, sexual content, racism, and review bombing from fans. Some of the video games on this list have been banned or regionally censored.","https://media.retroachievements.org/Images/089689.png","https://media.retroachievements.org/Images/046657.png","https://media.retroachievements.org/Images/064365.png","https://media.retroachievements.org/Images/064364.png","4.6"
3203,"Tekken: Dark Resurrection","Tekken 5: Dark Resurrection , Tekken: Dark Resurrection for the PlayStation Portable version, is a 2005 fighting game and a standalone update to Tekken 5 (2004). The arcade version was released in Japan in December 2005 and later worldwide in February of 2006, while the PlayStation Portable version was released later that year in July 2006. It was also released as a downloadable game on the PlayStation 3 via the PlayStation Network online service in Japan in 2006 and the rest of the world in 2007. A sequel, Tekken 6 was released in 2007.","https://media.retroachievements.org/Images/086827.png","https://media.retroachievements.org/Images/048531.png","https://media.retroachievements.org/Images/090768.png","https://media.retroachievements.org/Images/090769.png","4.6"
3222,"Grand Theft Auto: Chinatown Wars","Grand Theft Auto (GTA) is an action-adventure video game series created by David Jones and Mike Dailly. Later titles were developed under the oversight of brothers Dan and Sam Houser, Leslie Benzies and Aaron Garbut. It is primarily developed by British development house Rockstar North, and published by its American parent company, Rockstar Games. The name of the series is a term for motor vehicle theft in the United States.","https://media.retroachievements.org/Images/098730.png","https://media.retroachievements.org/Images/048650.png","https://media.retroachievements.org/Images/081633.png","https://media.retroachievements.org/Images/081635.png","4.6"
18010,"LEGO Batman: The Videogame","Lego Batman: The Videogame is a 2008 action-adventure video game developed by Traveller's Tales and published by Warner Bros. Interactive Entertainment, released for the Xbox 360, PlayStation 3, PlayStation 2, PlayStation Portable, Wii, Nintendo DS, Microsoft Windows, and Mac OS X. The game is based on the DC Comics character Batman, as well as the eponymous Lego Batman toyline.","https://media.retroachievements.org/Images/063673.png","https://media.retroachievements.org/Images/051654.png","https://media.retroachievements.org/Images/051653.png","https://media.retroachievements.org/Images/051655.png","4.6"
5360,"Angry Birds","The Angry Birds Movie is a 2016 animated comedy film based on the Angry Birds video game series. It was directed by Clay Kaytis and Fergal Reilly, and written by Jon Vitti. It features the voices of Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph, Kate McKinnon, Sean Penn, Tony Hale, Keegan-Michael Key, Bill Hader, and Peter Dinklage. The film follows Red, an outcast on an island of anthropomorphic flightless birds, as he suspects a newly arrived crew of pigs, led by Leonard, of plotting an evil plan, and attempts to put a stop to them with the help of his newfound friends Chuck and Bomb.","https://media.retroachievements.org/Images/062993.png","https://media.retroachievements.org/Images/063458.png","https://media.retroachievements.org/Images/063456.png","https://media.retroachievements.org/Images/063457.png","4.6"
18080,"Ridge Racer 2","Ridge Racer 2 is a 1994 arcade racing game developed and published by Namco for arcades. A sequel to Ridge Racer, it features more quality-of-life changes than substantial new content. One major addition is the ability to play with up to eight human players.","https://media.retroachievements.org/Images/086289.png","https://media.retroachievements.org/Images/050683.png","https://media.retroachievements.org/Images/050681.png","https://media.retroachievements.org/Images/050682.png","4.6"
3465,"Manhunt 2","Manhunt 2 is a 2007 stealth game by Rockstar Games. It was developed by Rockstar London for Microsoft Windows and PlayStation 2, Rockstar Leeds for the PlayStation Portable, and Rockstar Toronto for the Wii. It is the sequel to 2003's Manhunt and was released in North America on 29 October 2007, and in PAL territories from 31 October 2008. The game follows Daniel Lamb, a mental patient suffering from amnesia as he tries to uncover his identity, and Leo Kasper, a sociopathic assassin who guides Daniel in his journey.","https://media.retroachievements.org/Images/107696.png","https://media.retroachievements.org/Images/053187.png","https://media.retroachievements.org/Images/081962.png","https://media.retroachievements.org/Images/081963.png","4.6"
12798,"Tetris","Tetris is a puzzle video game created in 1985 by Alexey Pajitnov, a Soviet software engineer. In the game, falling tetromino shapes must be neatly sorted into a pile. Once a horizontal line of the board is filled in, the line disappears, granting points and preventing the pile from overflowing. Since its initial creation, this gameplay has been used in over 220 versions, released for over 70 platforms. Newer versions frequently implement additional game mechanics, some of which have become standard over time. As of December 2024, these versions collectively serve as the second-best-selling video game series with over 520 million sales, mostly on mobile devices.","https://media.retroachievements.org/Images/069977.png","https://media.retroachievements.org/Images/069628.png","https://media.retroachievements.org/Images/069622.png","https://media.retroachievements.org/Images/069626.png","4.5"
3224,"Wipeout Pure","Wipeout Pure is a 2005 racing video game developed by Studio Liverpool and published by Sony Computer Entertainment for the PlayStation Portable. It was released as a launch title for the platform in North America and PAL territories, in March and September respectively. The sixth installment of the Wipeout series, following Wipeout Fusion (2002), the game takes place in the year 2197, exactly 100 years after the events of Wipeout 2097 (1996), and revolves around players competing in the FX300 anti-gravity racing league.","https://media.retroachievements.org/Images/049610.png","https://media.retroachievements.org/Images/053039.png","https://media.retroachievements.org/Images/049725.png","https://media.retroachievements.org/Images/049726.png","4.5"
3192,"Crash Tag Team Racing","Crash Tag Team Racing is a 2005 kart racing and platform game developed by Radical Entertainment and published by Vivendi Universal Games for the PlayStation 2 (PS2), Xbox, GameCube, and PlayStation Portable (PSP). A version for the Nintendo DS by Sensory Sweep Studios was cancelled near its completion. It is the third racing game in the Crash Bandicoot video game series, following Crash Nitro Kart (2003). The game's story takes place in a racing-based theme park, in which Crash Bandicoot must recover its missing Power Gems to claim the park's ownership.","https://media.retroachievements.org/Images/074990.png","https://media.retroachievements.org/Images/053807.png","https://media.retroachievements.org/Images/053958.png","https://media.retroachievements.org/Images/053957.png","4.5"
7532,"Yu-Gi-Oh! GX Tag Force","The following is a list of video games developed and published by Konami, based on Kazuki Takahashi's Yu-Gi-Oh! manga and anime franchise, along with its spin-off series. With some exceptions, the majority of the games follow the card battle gameplay of the real-life Yu-Gi-Oh! Trading Card Game. There are 59 in total.","https://media.retroachievements.org/Images/048254.png","https://media.retroachievements.org/Images/047370.png","https://media.retroachievements.org/Images/047371.png","https://media.retroachievements.org/Images/047483.png","4.5"
3476,"SoulCalibur: Broken Destiny","Soulcalibur: Broken Destiny is a 2009 fighting game developed by Project Soul and published by Namco Bandai Games for the PlayStation Portable. A spin-off of the Soulcalibur series, the game uses many of the features of Soulcalibur IV, including its character customization mode. One of the goals of the game is to target beginners and novice players with Soulcalibur IV's content. It introduces two new characters to the series: Kratos from the God of War series and Dampierre, a new original character. In December 2023, the game was released digitally on PlayStation 4 and PlayStation 5.","https://media.retroachievements.org/Images/109974.png","https://media.retroachievements.org/Images/062777.png","https://media.retroachievements.org/Images/062769.png","https://media.retroachievements.org/Images/062770.png","4.5"
3517,"Dissidia: Final Fantasy","Dissidia Final Fantasy is a 2008 fighting game developed and published by Square Enix for the PlayStation Portable. It was released in Japan on December 18, 2008, in North America on August 25, 2009, and in Australia and Europe in September, as part of the campaign for the Final Fantasy series's 20th anniversary. It was then re-released in Japan, based on the North American version, as Dissidia Final Fantasy: Universal Tuning, on November 1, 2009.","https://media.retroachievements.org/Images/049135.png","https://media.retroachievements.org/Images/047368.png","https://media.retroachievements.org/Images/047366.png","https://media.retroachievements.org/Images/047367.png","4.5"
3737,"Shin Megami Tensei: Persona 2: Innocent Sin","Persona 2: Innocent Sin is a 1999 role-playing video game developed and published by Atlus for the PlayStation. It is the second entry in the Persona series, itself a subseries of the Megami Tensei franchise, and acts as a sequel to the original Persona. The game was re-released in 2011 for the PlayStation Portable. The original version was not localized for western territories; however, the PSP version was released in North America and Europe under the title Shin Megami Tensei: Persona 2 – Innocent Sin.","https://media.retroachievements.org/Images/115940.png","https://media.retroachievements.org/Images/053389.png","https://media.retroachievements.org/Images/075419.png","https://media.retroachievements.org/Images/075420.png","4.5"
3160,"Ys Seven","Ys Seven is a 2009 action role-playing game developed by Nihon Falcom. An installment in the Ys series, it was first released in Japan for the PlayStation Portable in September 2009. Xseed Games released the game in 2010 in North America in August, and Europe in November. The game was later released in Australia in February 2013. It was also released for Windows in China in June 2012, and worldwide by Xseed Games in August 2017.","https://media.retroachievements.org/Images/047359.png","https://media.retroachievements.org/Images/041065.png","https://media.retroachievements.org/Images/041063.png","https://media.retroachievements.org/Images/041064.png","4.5"
10477,"Daxter","Daxter is a 2006 platform video game developed by Ready at Dawn and published by Sony Computer Entertainment for the PlayStation Portable. A spin-off of the Jak and Daxter series, Daxter takes place during the two-year timeskip occurring during the opening cutscene of Jak II; unlike the other installments of the franchise focusing primarily on Jak, the game focuses on the adventures of his sidekick Daxter while Jak is imprisoned.","https://media.retroachievements.org/Images/122563.png","https://media.retroachievements.org/Images/047005.png","https://media.retroachievements.org/Images/047007.png","https://media.retroachievements.org/Images/047006.png","4.5"
3539,"Half-Minute Hero","Half-Minute Hero: The Second Coming is a 2011 action role-playing game developed by Opus and published by Marvelous. It is the sequel to Half-Minute Hero. It was released in Japan for the PlayStation Portable before being localized in English for Windows in 2014.","https://media.retroachievements.org/Images/047362.png","https://media.retroachievements.org/Images/060895.png","https://media.retroachievements.org/Images/060887.png","https://media.retroachievements.org/Images/060888.png","4.5"
