console,gameId,gameTitle,md5,romName,labels,patchUrl,region,romFile,romSize
Nintendo DS,15351,LEGO Star Wars: The Complete Saga,6d5586af4c4b2b5dd02d9462089569c2,"LEGO Star Wars - The Complete Saga (Europe) (En,Fr,De,Es,It,Da).nds",nointro,,europe,LEGO.Star.Wars.-.The.Complete.Saga.Europe.EnFrDeEsItDa.zip,55087297
Nintendo DS,4667,Dementium: The Ward,46ddaa7e77fd48a7ef475cb8921418ef,"Dementium - The Ward (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Dementium.-.The.Ward.Europe.EnFrDeEsIt.zip,39640959
Nintendo DS,14815,Mario vs. Donkey Kong: Mini-Land Mayhem!,632919065880ea332af4e0a50d1741ae,"Mario vs. Donkey Kong - Mini-Land Mayhem! (Europe) (En,Fr,De,Es,It) (NDSi Enhanced)[Encrypted].nds",nointro,,europe,Mario.vs.Donkey.Kong.-.Mini-Land.Mayhem.Europe.EnFrDeEsIt.NDSi.Enhanced.zip,16967840
Nintendo DS,18333,TrackMania DS,c491db5b0a14e1b846d10712535fe8cb,"TrackMania DS (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,TrackMania.DS.Europe.EnFrDeEsIt.zip,29874821
Nintendo DS,16152,Digimon World Dusk,bea76fb98a9073871e48428b4264c257,Digimon World - Dusk (USA).nds,nointro,,usa,Digimon.World.-.Dusk.USA.zip,29756414
Nintendo DS,1378,Metroid Prime: Hunters,b6947e630bcf9e68aa3cf998d89357ac,"Metroid Prime - Hunters (Europe) (En,Fr,De,Es,It) (Rev 1).nds",nointro,,europe,Metroid.Prime.-.Hunters.Europe.EnFrDeEsIt.zip,49197003
Nintendo DS,15350,LEGO Star Wars II: The Original Trilogy,59f291a67879961384f3815b5f69883b,LEGO Star Wars II - The Original Trilogy (USA) (Rev 1).nds,nointro,,usa,LEGO.Star.Wars.II.-.The.Original.Trilogy.USA.Rev.1.zip,22987411
Nintendo DS,9105,Advance Wars: Days of Ruin,da8fa4e5230c75839eebfd7c06fba470,"Advance Wars - Days of Ruin (USA) (En,Fr,Es).nds",nointro,,usa,Advance.Wars.-.Days.of.Ruin.USA.EnFrEs.zip,43581889
Nintendo DS,14816,WarioWare: D.I.Y.,29b17a4fdbd87274a60057e4342d80c8,"WarioWare - Do It Yourself (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,WarioWare.-.Do.It.Yourself.Europe.En.Fr.De.Es.It.zip,26506348
Nintendo DS,6091,Bejeweled 3,7351ea8a0add8abda9af15d2f3a4cb96,"Bejeweled 3 (Europe) (En,Fr,De).nds",nointro,,europe,Bejeweled.3.Europe.EnFrDe.zip,18741058
Nintendo DS,9496,"Flower, Sun, and Rain: Murder and Mystery in Paradise",24757b6de971131ebcf174cc91694216,"Flower, Sun and Rain - Murder and Mystery in Paradise (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Flower.Sun.and.Rain.-.Murder.and.Mystery.in.Paradise.Europe.EnFrDeEsIt.zip,44765053
Nintendo DS,6907,Trauma Center: Under the Knife,9fdce55a596c460adb0b9174948b0235,"Trauma Center - Under the Knife (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Trauma.Center.-.Under.the.Knife.Europe.EnFrDeEsIt.zip,11273964
Nintendo DS,17216,N+,0956ae74d21242245a71e644b39a16b8,N+ (USA).nds,nointro,,usa,N.USA.zip,4749381
Nintendo DS,9831,Professor Layton and the Unwound Future,a927df1d6fd962d8e115de982486f955,"Professor Layton and the Lost Future (Europe, Australia).nds",nointro,,europe,Professor.Layton.and.the.Lost.Future.Europe.zip,214342514
Nintendo DS,17744,Yu-Gi-Oh! GX Spirit Caller,4395885bae84737a5aa33ce38c048e7a,"Yu-Gi-Oh! GX - Spirit Caller (Europe) (En,Ja,Fr,De,Es,It).nds",nointro,,europe,Yu-Gi-Oh.GX.-.Spirit.Caller.Europe.EnJaFrDeEsIt.zip,67186295
Nintendo DS,11788,Golden Sun: Dark Dawn,c5df0ca879fe7cd10a553e8b6031db79,"Golden Sun - Dark Dawn (USA, Australia) (En,Es).nds",nointro,,usa,Golden.Sun.-.Dark.Dawn.USA.Australia.EnEs.zip,175233685
Nintendo DS,9734,Cartoon Network Racing,24110b2c67e0452cfce7218c9ac01309,"Cartoon Network Racing (Europe) (En,Fr,De,Es,It,Sv,No,Da).nds",nointro,,europe,Cartoon.Network.Racing.Europe.EnFrDeEsItSvNoDa.zip,52658131
Nintendo DS,1226,Osu! Tatakae! Ouendan,999654092d72821ef56a7c8de260cc64,Osu! Tatakae! Ouendan (Japan).nds,nointro,,japan,Osu.Tatakae.Ouendan.Japan.zip,55712696
Nintendo DS,9914,Etrian Odyssey,f597552b23cf6f19a4af191cc2686eac,"Etrian Odyssey (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Etrian.Odyssey.Europe.EnFrDeEsIt.zip,11879180
Nintendo DS,9260,Club Penguin: Elite Penguin Force,7aa8d39c4e43169376dfe4f84a0b3694,Club Penguin - Elite Penguin Force (Europe).nds,nointro,,europe,Club.Penguin.-.Elite.Penguin.Force.USA.zip,34946064
Nintendo DS,9443,Digimon World Dawn,695d28eb00d13ed22a4b47a059cac3b9,Digimon World - Dawn (USA).nds,nointro,,usa,Digimon.World.-.Dawn.USA.zip,29756121
Nintendo DS,2141,Brain Age: Train Your Brain in Minutes a Day!,dd00d38b784adcb92a0f089173f9645c,"Dr Kawashima's Brain Training - How Old Is Your Brain (Europe) (En,Fr,De,Es,It,Nl).nds",nointro,,europe,Dr.Kawashima.s.Brain.Training.-.How.Old.Is.Your.Brain.Europe.En.Fr.De.Es.It.Nl.zip,7862237
Nintendo DS,9994,Final Fantasy IV,ae99069b9830d283fb8eb3f7d3c0bee7,"Final Fantasy IV (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Final.Fantasy.IV.Europe.EnFrDeEsIt.zip,105358313
Nintendo DS,7601,Professor Layton and the Last Specter,95e908922aa5699a9a18be3921e10f1c,Professor Layton and the Spectre's Call (Europe).nds,nointro,,europe,Professor.Layton.and.the.Spectre.s.Call.Europe.zip,128162361
Nintendo DS,9119,The Legendary Starfy,1a7fdf14cf7564f8eab930bb28d275d3,"Legendary Starfy, The (USA).nds",nointro,,usa,Legendary.Starfy.The.USA.zip,48089973
Nintendo DS,15740,Donkey Kong: Jungle Climber,35157c4611b18a4fcb3c007115f0804f,"Donkey Kong - Jungle Climber (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Donkey.Kong.-.Jungle.Climber.Europe.En.Fr.De.Es.It.zip,26383794
Nintendo DS,20052,Kikansha Thomas: DS de Hajimeru Chiiku Gakushuu,1fd11e1dc8f5efc2c7e426461caffa28,Kikansha Thomas - DS de Hajimeru Chiiku Gakushuu (Japan).nds,nointro,,japan,Kikansha.Thomas.-.DS.de.Hajimeru.Chiiku.Gakushuu.Japan.zip,36248634
Nintendo DS,14906,Adventures of Pinocchio,19f1c299901dcd89b912b246d85f3d44,Adventures of Pinocchio (Europe).nds,nointro,,europe,Adventures.of.Pinocchio.Europe.zip,19493104
Nintendo DS,1284,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,e98328ce7dddef310138b7eade48fa4b,"Yu-Gi-Oh! 5D's - Stardust Accelerator - World Championship 2009 (Europe) (En,Ja,Fr,De,Es,It).nds",nointro,,europe,Yu-Gi-Oh.5Ds.-.Stardust.Accelerator.-.World.Championship.2009.Europe.EnJaFrDeEsIt.zip,182501575
Nintendo DS,22037,Peppa Pig: The Game,19aec7c8814085cf06c604adba1d7a37,Peppa Pig - The Game (Europe).nds,nointro,,europe,Peppa.Pig.-.The.Game.Europe.zip,2967287
Nintendo DS,9751,Super Robot Taisen OG Saga: Endless Frontier,caa30b4682c46779e7239fdc480ea6a6,Super Robot Taisen OG Saga - Endless Frontier (USA).nds,nointro,,usa,Super.Robot.Taisen.OG.Saga.-.Endless.Frontier.USA.zip,91110694
Nintendo DS,9931,Ragnarok DS,b3faced79f99ad1a2b579f6a255b7c29,Ragnarok DS (USA).nds,nointro,,usa,Ragnarok.DS.USA.zip,54372995
Nintendo DS,9817,Mystery Dungeon: Shiren the Wanderer,03bb331c0cc2185d73ee94bf2ba8c0e4,Mystery Dungeon - Shiren the Wanderer (USA).nds,nointro,,usa,Mystery.Dungeon.-.Shiren.the.Wanderer.USA.zip,8129681
Nintendo DS,22036,Peppa Pig: Fun and Games,5d88763330201dff59f07f7f4f07ff53,Peppa Pig - Fun and Games (Europe).nds,nointro,,europe,Peppa.Pig.-.Fun.and.Games.Europe.zip,5019619
Nintendo DS,8376,Mega Man Zero Collection,5cbdd195886b551e759f7e592317404a,Mega Man Zero Collection (Europe).nds,nointro,,europe,Mega.Man.Zero.Collection.Europe.zip,43476026
Nintendo DS,17434,Nintendogs: Labrador & Friends,2e9426fc6b9e23b2e662dcb28d064344,"Nintendogs - Labrador & Friends (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Nintendogs.-.Lab.Friends.USA.zip,16287370
Nintendo DS,15915,Lost in Blue,022d6bdf1dfee2cf289a94d1fb9f9d15,"Lost in Blue (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Lost.in.Blue.Europe.EnFrDeEsIt.zip,21212553
Nintendo DS,16296,Pokémon Ranger: Shadows of Almia,26ca96f719ec88e9ea90191e386df889,"Pokemon Ranger - Shadows of Almia (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Pokemon.Ranger.-.Shadows.of.Almia.Europe.EnFrDeEsIt.zip,42887697
Nintendo DS,17513,Taiko no Tatsujin DS: Touch de Dokodon!,db5a25378f23e47377002f149e6e5b31,Taiko no Tatsujin DS - Touch de Dokodon! (Japan) (Rev 1).nds,nointro,,japan,Taiko.no.Tatsujin.DS.-.Touch.de.Dokodon.Japan.Rev.1.zip,29674252
Nintendo DS,16633,Final Fantasy Fables: Chocobo Tales,792934b4033cbf96ade475db5c6831b9,"Final Fantasy Fables - Chocobo Tales (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Final.Fantasy.Fables.-.Chocobo.Tales.Europe.EnFrDeEsIt.zip,49188595
Nintendo DS,15736,Yu-Gi-Oh! Nightmare Troubadour,2da47dd9b3eb8372d1080fd93cf32228,"Yu-Gi-Oh! - Nightmare Troubadour (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Yu-Gi-Oh.-.Nightmare.Troubadour.Europe.EnFrDeEsIt.zip,46090540
Nintendo DS,9462,Meteos,fa402dd4855a17247544169be73be595,"Meteos (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Meteos.Europe.EnFrDeEsIt.zip,46183500
Nintendo DS,7370,Viva Piñata: Pocket Paradise,0a19cc93abdc0fdbb00b4e20194731e7,"Viva Pinata - Pocket Paradise (USA) (En,Fr,Es).nds",nointro,,usa,Viva.Pinata.-.Pocket.Paradise.USA.EnFrEs.zip,105659949
Nintendo DS,14907,Peter Pan's Playground,ff8f8297d9e03095285fcbc6fad65eb6,Peter Pan's Playground (Europe).nds,nointro,,europe,Peter.Pans.Playground.Europe.zip,26898652
Nintendo DS,16710,Ketsui Death Label: Kizuna Jigoku Tachi,24175d7c714b97a06b97a969e1bddb1d,Ketsui Death Label - Kizuna Jigoku-tachi (Japan).nds,nointro,,japan,Ketsui.Death.Label.-.Kizuna.Jigoku-tachi.Japan.zip,92373555
Nintendo DS,6032,Hotel Dusk: Room 215,658130e0d064aa86af47b701737c7fd5,"Hotel Dusk - Room 215 (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Hotel.Dusk.-.Room.215.Europe.EnFrDeEsIt.zip,91748677
Nintendo DS,16383,Super Scribblenauts,8f933e7029442b0cf6f8ff291f06a06b,"Super Scribblenauts (Europe) (En,Fr,De,Es,It,Nl).nds",nointro,,europe,Super.Scribblenauts.Europe.EnFrDeEsItNl.zip,19811637
Nintendo DS,22844,Arkanoid DS,9193ceb50f490e3b123d3b2d80314a93,"Arkanoid DS (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Arkanoid.DS.Europe.EnFrDeEsIt.zip,38756226
Nintendo DS,5656,Batman: The Brave and The Bold - The Videogame,08d5d422fd2f911a3ec30b4a5b123530,"Batman - The Brave and the Bold - The Videogame (USA) (En,Fr,Es).nds",nointro,,usa,Batman.-.The.Brave.and.the.Bold.-.The.Videogame.USA.EnFrEs.zip,19463491
Nintendo DS,22038,Peppa Pig: Theme Park Fun,316a6523810b257dd44b241b0361df12,Peppa Pig - Theme Park Fun (Europe).nds,nointro,,europe,Peppa.Pig.-.Theme.Park.Fun.Europe.zip,13474307
Nintendo DS,1409,Spider-Man: Shattered Dimensions,8803a3e61affccb37931fbed06805ec5,"Spider-Man - Shattered Dimensions (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Spider-Man.-.Shattered.Dimensions.Europe.EnFrDeEsIt.zip,40615413
Nintendo DS,7062,Giana Sisters DS,d9e18922e7c60b90c0111a9111a6d054,"Giana Sisters DS (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Giana.Sisters.DS.Europe.EnFrDeEsIt.zip,5099999
Nintendo DS,19773,Hidden Objects: Mystery Stories,07fd71bd80dbc8d68a224e8ff317a9ba,"Hidden Objects - Mystery Stories (USA) (En,Fr,Es).nds",nointro,,usa,Hidden.Objects.-.Mystery.Stories.USA.EnFrEs.zip,15175185
Nintendo DS,15653,Phantasy Star 0,113c2fd7665b28122be821b1809230ac,Phantasy Star 0 (Europe).nds,nointro,,europe,Phantasy.Star.0.Europe.zip,99925569
Nintendo DS,12712,Cory in the House,02d8496f031dc7e93108e98f419f04fe,Cory in the House (USA).nds,nointro,,usa,Cory.in.the.House.USA.zip,11301038
Nintendo DS,15614,Mario Hoops 3-on-3,ea96254e059c156478cd9e63e02185d6,"Mario Slam Basketball (Europe) (En,Ja,Fr,De,Es,It).nds",nointro,,europe,Digimon.Story.-.Lost.Evolution.Japan.zip,36675506
Nintendo DS,16155,Digimon Story: Lost Evolution,6dc8a246ca81ea572729b82ffe6a2428,Digimon Story - Lost Evolution (Japan).nds,nointro,,japan,Digimon.Story.-.Lost.Evolution.Japan.zip,36675506
Nintendo DS,3529,Nanashi no Geemu,9ea74998bf715925ea743193ec39fb81,Nanashi no Geemu (Japan).nds,nointro,,japan,Nanashi.no.Geemu.Japan.zip,39252199
Nintendo DS,20916,101 in 1 Explosive Megamix,e6d6d2daad4cc49483793ba298067065,"101 in 1 Explosive Megamix (USA) (En,Fr,Es).nds",nointro,,usa,101.in.1.Explosive.Megamix.USA.EnFrEs.zip,9801316
Nintendo DS,15357,LEGO Harry Potter: Years 1-4,b7c65012ad2563db2cf55ded03d074ff,"LEGO Harry Potter - Years 1-4 (Europe) (En,Fr,De,Es,It,Da).nds",nointro,,europe,LEGO.Harry.Potter.-.Years.1-4.Europe.EnFrDeEsItDa.zip,121577794
Nintendo DS,15737,Yu-Gi-Oh! World Championship 2007,6fc6d6937ead444ed1667c209719472d,"Yu-Gi-Oh! - World Championship 2007 (USA) (En,Ja).nds",nointro,,usa,Yu-Gi-Oh.-.World.Championship.2007.USA.EnJa.zip,72018114
Nintendo DS,20362,Assassin's Creed: Altair's Chronicles,d211e04c9da97b20dc5e3c1626be142e,"Assassin's Creed - Altair's Chronicles (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Assassin.s.Creed.-.Altair.s.Chronicles.Europe.En.Fr.De.Es.It.zip,40211015
Nintendo DS,15356,LEGO Pirates of the Caribbean: The Video Game,2a0df7a6ec7f473179f15ac2da054799,"LEGO Pirates of the Caribbean - The Video Game (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",nointro,,europe,LEGO.Pirates.of.the.Caribbean.-.The.Video.Game.Europe.EnFrDeEsItNlSvNoDa.zip,111261864
Nintendo DS,17232,Another Code: Two Memories,ed43bed7a9ee790da68defdc4b31c343,"Another Code - Two Memories (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Another.Code.-.Two.Memories.Europe.En.Fr.De.Es.It.zip,26826410
Nintendo DS,16717,Cooking Mama 3: Shop & Chop,5bb925f4b51f013806eac20213bb3768,"Cooking Mama 3 (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Cooking.Mama.3.Europe.EnFrDeEsIt.zip,29713380
Nintendo DS,15352,LEGO Indiana Jones: The Original Adventures,92a1598c9230a67b7294bcbd5c1e3ad7,"LEGO Indiana Jones - The Original Adventures (Europe) (En,Fr,De,Es,It,Da).nds",nointro,,europe,LEGO.Indiana.Jones.-.The.Original.Adventures.Europe.EnFrDeEsItDa.zip,55347113
Nintendo DS,3140,Izuna 2: The Unemployed Ninja Returns,2dfe9d9d24cff87ecb7aa730b5b04c9e,Izuna 2 - The Unemployed Ninja Returns (USA).nds,nointro,,usa,Izuna.2.-.The.Unemployed.Ninja.Returns.USA.zip,22841560
Nintendo DS,1741,Space Invaders Extreme 2,f1c9cf113275e65e17478152aae43d76,"Space Invaders Extreme 2 (Europe) (En,Ja,Fr,De,Es,It).nds",nointro,,europe,Space.Invaders.Extreme.2.Europe.En.Ja.Fr.De.Es.It.zip,31991932
Nintendo DS,1204,Chibi-Robo! Park Patrol,6c6aece4ebcb02727785e2eb342a9663,Chibi-Robo! - Park Patrol (USA).nds,nointro,,usa,Chibi-Robo!.-.Park.Patrol.USA.zip,28648747
Nintendo DS,9489,The Dark Spire,2dc6765ade8aa97094e543a9fa9ad793,"Dark Spire, The (USA).nds",nointro,,usa,Dark.Spire.The.USA.zip,13768444
Nintendo DS,16716,Cooking Mama 2: Dinner with Friends,8e81c60655c67bc6fe8a54df7db349ad,Cooking Mama 2 - Dinner with Friends (USA).nds,nointro,,usa,Cooking.Mama.2.-.Dinner.with.Friends.USA.zip,17523643
Nintendo DS,14789,Tingle's Balloon Fight DS,553795c0ad7b1eb8d81a8690fd350fc9,Tingle no Balloon Fight DS (Japan) (Club Nintendo).nds,nointro,,japan,Tingle.no.Balloon.Fight.DS.Japan.Club.Nintendo.zip,4106611
Nintendo DS,18612,Thomas & Friends: Hero of the Rails,0a89f54b4f4670666da57d6356e6d5dd,Thomas & Friends - Hero of the Rails (Europe).nds,nointro,,europe,Thomas.&.Friends.-.Hero.of.the.Rails.Europe.zip,10890783
Nintendo DS,15453,One Piece: Gigant Battle!,62c2e5e62168206d334ffc5e210b88ac,One Piece - Gigant Battle! (Europe).nds,nointro,,europe,One.Piece.-.Gigant.Battle!.Europe.zip,47635563
Nintendo DS,17066,Ben 10: Alien Force,0fed87589592785966f9fa86dd16f616,"Ben 10 - Alien Force (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Ben.10.-.Alien.Force.Europe.EnFrDeEsIt.zip,12319167
Nintendo DS,16299,Yu-Gi-Oh! World Championship 2008,35b7be0dae3b250005f51df0143748d5,"Yu-Gi-Oh! - World Championship 2008 (Europe) (En,Ja,Fr,De,Es,It).nds",nointro,,europe,Yu-Gi-Oh.-.World.Championship.2008.Europe.EnJaFrDeEsIt.zip,98461939
Nintendo DS,16240,The Urbz: Sims in the City,8a35c028c257c5d50eadd4e5a66a9b73,"Urbz, The - Sims in the City (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Urbz.The.-.Sims.in.the.City.Europe.En.Fr.De.Es.It.zip,28698321
Nintendo DS,26532,Dora the Explorer: Dora Saves the Mermaids,31a6c756c8745c67fb891a78c3255d74,"Dora the Explorer - Dora Saves the Mermaids (Europe) (En,Fr,De,Nl).nds",nointro,,europe,Dora.the.Explorer.-.Dora.Saves.the.Mermaids.Europe.EnFrDeNl.zip,7702686
Nintendo DS,17320,MySims,4dae2f2bcba92aac0eb91fbf28554097,"MySims (Europe) (En,Fr,De,Es,It,Nl).nds",nointro,,europe,MySims.Europe.EnFrDeEsItNl.zip,20800980
Nintendo DS,31371,Pass the Pigs: Let the Good Swines Roll!,039acd57a1bb5cf6654c108d85d1c471,Pass the Pigs - Let the Good Swines Roll! (Europe).nds,nointro,,europe,Pass.the.Pigs.-.Let.the.Good.Swines.Roll.Europe.zip,17766645
Nintendo DS,20077,Puzzler World 2011,79d9bd821b39d261afad793778de2981,Puzzler World 2011 (Europe).nds,nointro,,europe,Puzzler.World.2011.Europe.zip,6347034
Nintendo DS,9701,Touch the Dead | Dead 'n' Furious,df49ac44ad6b6ae3ca7ae488b7c977b6,"Dead'n'Furious (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Dead.n.Furious.Europe.En.Fr.De.Es.It.zip,10662269
Nintendo DS,16154,Digimon World Championship,f7d1ae47199b6a12400e242522b037dc,Digimon World Championship (USA).nds,nointro,,usa,Digimon.World.Championship.USA.zip,18137692
Nintendo DS,20263,Diner Dash: Flo on the Go,d6ab3258ba0c734efea3f9e9626fbc20,"Diner Dash - Flo on the Go (USA) (En,Fr).nds",nointro,,usa,Diner.Dash.-.Flo.on.the.Go.USA.En.Fr.zip,6891541
Nintendo DS,16755,Orcs and Elves,1571df908134eac3f37101ce0bf1df11,"Orcs & Elves (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Orcs.&.Elves.Europe.En.Fr.De.Es.It.zip,9514039
Nintendo DS,16300,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,2997c674d40bc822558befbb4b04e4b3,"Yu-Gi-Oh! 5D's - World Championship 2011 - Over the Nexus (Europe) (En,Ja,Fr,De,Es,It).nds",nointro,,europe,Yu-Gi-Oh!.5D.s.-.World.Championship.2011.-.Over.the.Nexus.Europe.En.Ja.Fr.De.Es.It.zip,97323215
Nintendo DS,11637,Harvest Moon DS,f2c7b1b97877c0e21429cd54543fa9fc,Harvest Moon DS (USA) (Rev 1).nds,nointro,,usa,Harvest.Moon.DS.USA.Rev.1.zip,28854809
Nintendo DS,15334,Mega Man Star Force: Leo,a3da5f6eba3abeb91f489a71c4ed1eaa,"Mega Man Star Force - Leo (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Mega.Man.Star.Force.-.Leo.Europe.En.Fr.De.Es.It.zip,22025079
Nintendo DS,17674,Need for Speed: Carbon - Own the City,6879cc7733fe5c83307896c6dfd9933d,Need for Speed Carbon - Own the City (USA).nds,nointro,,usa,Need.for.Speed.Carbon.-.Own.the.City.USA.En.Fr.De.Es.It.zip,26298407
Nintendo DS,1983,Elf Bowling 1 & 2,e725f80e85088afab9ff2dddaf3ec30b,Elf Bowling 1 & 2 (USA).nds,nointro,,usa,Elf.Bowling.1.&.2.USA.zip,1100273
Nintendo DS,8705,Point Blank DS,0090b0fcb15c05daba0235908ad61860,Point Blank DS (USA).nds,nointro,,usa,Point.Blank.DS.USA.zip,11484991
Nintendo DS,15521,Bleach: Dark Souls,7754908b5cb3e832e0b50f8895b4e67c,Bleach - Dark Souls (USA).nds,nointro,,usa,Bleach.-.Dark.Souls.USA.zip,100045587
Nintendo DS,14826,Bomberman,c34089aa55770fab34d2e55f5fa00fa3,Bomberman (USA).nds,nointro,,usa,Bomberman.USA.zip,4200107
Nintendo DS,12700,Rune Factory 3: A Fantasy Harvest Moon,86a1e94305f013a9df2c1b1ed182a671,Rune Factory 3 - A Fantasy Harvest Moon (USA).nds,nointro,,usa,Rune.Factory.3.-.A.Fantasy.Harvest.Moon.USA.zip,80294128
Nintendo DS,20897,TrackMania Turbo,4526abf8b3344ec64a05879d49c67936,"TrackMania Turbo (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,TrackMania.Turbo.Europe.En.Fr.De.Es.It.zip,33283374
Nintendo DS,4593,Dementium II,b42791cf277cd2e573c8027b81394502,"Dementium II (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Dementium.II.Europe.En.Fr.De.Es.It.zip,41158699
Nintendo DS,11734,Contact,a7153ea53771f3b8edf902b0c3f8f7ba,"Contact (Europe) (En,Fr,De,Es,It).nds",nointro,,europe,Contact.Europe.En.Fr.De.Es.It.zip,39026809
Nintendo DS,15380,Postman Pat,42d7f3b9c8f989d30906f9cee114e538,"Postman Pat (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi).nds",nointro,,europe,Postman.Pat.Europe.En.Fr.De.Es.It.Nl.Pt.Sv.No.Da.Fi.zip,11000934
NES/Famicom,1446,Super Mario Bros.,8e3630186e35d477231bf8fd50e54cdd,Super Mario Bros. (World).nes,nointro,,world,Super Mario Bros. (World).zip,31507
NES/Famicom,1995,Super Mario Bros. 3,55b7111567c1709e849c574078699577,Super Mario Bros. 3 (USA) (Rev 1).nes,nointro,,usa,Super Mario Bros. 3 (USA) (Rev 1).zip,226307
NES/Famicom,1454,The Legend of Zelda,0b32851acecf93212b198e074c5e59bc,"Legend of Zelda, The (USA) (GameCube Edition).nes",nointro,,usa,Legend of Zelda The (USA) (GameCube Edition).zip,65681
NES/Famicom,1462,Castlevania,728e05f245ab8b7fe61083f6919dc485,Castlevania (USA) (Rev 1).nes,nointro,,usa,Castlevania (USA) (Rev 1).zip,66150
NES/Famicom,1447,Contra,5a5c2f4f1cafb1f55a8dc0d5ad4550e5,Contra (USA).nes,nointro,,usa,Contra (USA).zip,89689
NES/Famicom,1994,Super Mario Bros. 2,a64dcbaf95980145d2351850be735461,Super Mario Bros. 2 (USA) (Rev 1).nes,nointro,,usa,Super Mario Bros. 2 (USA) (Rev 1).zip,77317
NES/Famicom,1489,Mike Tyson's Punch-Out!!,1ddde6a84e43ad524a3f81fbfe22f9fc,"Mike Tyson's Punch-Out!! (Japan, USA) (En).nes",nointro,,usa,Mike Tysons Punch-Out (Japan USA) (En).zip,132950
NES/Famicom,1451,Mega Man 2,0527a0ee512f69e08b8db6dc97964632,Mega Man 2 (USA).nes,nointro,,usa,Mega Man 2 (USA).zip,135156
NES/Famicom,1859,Ninja Gaiden,07c1b92ae9b78f209075a8cc6d3eebf0,Ninja Gaiden (USA).nes,nointro,,usa,Ninja Gaiden (USA).zip,141188
NES/Famicom,1448,Mega Man,4de82cfceadbf1a5e693b669b1221107,Mega Man (USA).nes,nointro,,usa,Mega Man (USA).zip,79054
NES/Famicom,1487,Metroid,b2d2d9ed68b3e5e0d29053ea525bd37c,Metroid (USA).nes,nointro,,usa,Metroid (USA).zip,59900
NES/Famicom,1472,DuckTales,b480855fff883b20ba403a2009a7f13c,DuckTales (USA).nes,nointro,,usa,DuckTales (USA).zip,83550
NES/Famicom,1469,Dr. Mario,5b401f4ca7e1b12af3f29d8fc758dd2f,"Dr. Mario (Japan, USA) (En).nes",nointro,,usa,Dr. Mario (Japan USA) (En).zip,29147
NES/Famicom,1466,Donkey Kong,6d4a94c344463e562344249e18e9b99f,Donkey Kong (World) (Rev 1) (GameCube Edition).nes,nointro,,world,Donkey Kong (World) (Rev 1).zip,16270
NES/Famicom,1473,Excitebike,2bf3976d15ec25a756846465a16b064c,"Excitebike (Japan, USA) (En) (GameCube Edition).nes",nointro,,usa,Excitebike.zip,17609
NES/Famicom,1515,1942,0b66fdf88964235c434daff62837af60,"1942 (Japan, USA) (En).nes",nointro,,usa,1942 (Japan USA) (En).zip,25682
NES/Famicom,2016,Teenage Mutant Ninja Turtles,2dddc2cae0a7fe890235aef72a9a86ae,Teenage Mutant Ninja Turtles (USA).nes,nointro,,usa,Teenage Mutant Ninja Turtles (USA).zip,145153
NES/Famicom,1509,Battletoads,eefac97ac3b85048f3685e1623210efb,Battletoads (USA).nes,nointro,,usa,Battletoads (USA).zip,190465
NES/Famicom,1556,Balloon Fight,70c309cb6b9ead20c06d554cf48b3993,Balloon Fight (USA).nes,nointro,,usa,Balloon Fight (USA).zip,15883
NES/Famicom,2221,Castlevania III: Dracula's Curse,bfc4d9791d9fe9c181dad794d66def4f,Castlevania III - Dracula's Curse (USA).nes,nointro,,usa,Castlevania III - Dracula's Curse (USA).zip,245957
