rank,id,title,consoleName,consoleId,totalPlayers,casualPlayers,hardcorePlayers,numAchievements,points,genre,developer,publisher,released
38,10120,"Bomberman 64","Nintendo 64",2,1242,1242,1242,69,0,"Action, Puzzle","Hudson Soft","Nintendo","1997-09-26"
39,10328,"South Park","Nintendo 64",2,1219,1219,1219,53,0,"First-Person Shooter","Iguana Entertainment","Acclaim","1998-12-12"
40,10157,"Harvest Moon 64","Nintendo 64",2,1190,1190,1190,80,0,"Life Simulation","Marvelous Interactive","Natsume","1999-02-05"
41,10093,"Hexen","Nintendo 64",2,1179,1179,1179,66,0,"First-Person Shooter","Software Creations","Atari","1997-05-31"
42,16231,"Donald Duck: Goin' Quackers","Nintendo 64",2,1163,1163,1163,64,0,"3D Platforming","Ubisoft","Ubisoft","2000-12-08"
43,10080,"Doom 64","Nintendo 64",2,1162,1162,1162,88,0,"First-Person Shooter","Midway","Midway","1997-03-31"
44,10166,"Cruis'n World","Nintendo 64",2,1157,1157,1157,76,0,"Arcade Racing","Eurocom","Nintendo","1998-09-28"
45,10081,"Mystical Ninja Starring Goemon","Nintendo 64",2,1149,1149,1149,44,0,"3D Platforming","Konami","Konami","1997-08-07"
46,30,"Jet Force Gemini","Nintendo 64",2,1125,1125,1125,63,0,"Collect-a-thon, Third-Person Shooter","Rare","Rare","1999-09-01"
47,10546,"~Hack~ Super Mario 74","Nintendo 64",2,1097,1097,1097,58,0,"3D Platforming","Hacker - Lugmillord","Hack - Super Mario 64","2011-06-27"
48,10912,"Hot Wheels: Turbo Racing","Nintendo 64",2,1093,1093,1093,63,0,"Arcade Racing","Stormfront Studios","Electronic Arts","1999-08-31"
49,10331,"WWF No Mercy","Nintendo 64",2,1074,1074,1074,36,0,"Sports - Wrestling","AKI Corporation","THQ","2000-11-17"
50,10135,"007: The World Is Not Enough","Nintendo 64",2,1036,1036,1036,100,0,"First-Person Shooter","Eurocom","Electronic Arts","2000-11-01"
51,10329,"Rampage 2: Universal Tour","Nintendo 64",2,1030,1030,1030,25,0,"Action","Avalanche Software","Midway","1999-03-01"
52,10871,"Magical Tetris Challenge","Nintendo 64",2,1025,1025,1025,34,0,"","Capcom","Capcom","1998-11-20"
53,10199,"Snowboard Kids","Nintendo 64",2,1005,1005,1005,25,0,"Extreme Sports - Snowboarding, Kart Racing","Racjin | Racdym","Atlus","1998-02-01"
