rank,id,title,consoleName,consoleId,totalPlayers,casualPlayers,hardcorePlayers,numAchievements,points,genre,developer,publisher,released
15,2259,"Wario World","GameCube",16,2281,2281,2281,88,0,"","","Nintendo","2003-06-20"
16,3779,"Sonic Adventure 2: Battle","GameCube",16,2234,2234,2234,340,0,"","Sonic Team","Sega","2001-12-20"
17,2356,"Resident Evil 4","GameCube",16,2042,2042,2042,151,0,"Survival Horror, Third-Person Shooter","Capcom","Capcom","2005-01-11"
18,25431,"Chibi-Robo!","GameCube",16,2004,2004,2004,90,0,"3D Platforming, Adventure","Skip","Nintendo","2005-06-23"
19,3535,"Metal Gear Solid: The Twin Snakes","GameCube",16,1988,1988,1988,123,0,"Action-Adventure, Stealth","Silicon Knights","Konami","2004-03-09"
20,11202,"The Legend of Zelda: Ocarina of Time - Master Quest","GameCube",16,1879,1879,1879,128,0,"Action-Adventure","","Nintendo","2002-02-28"
21,6253,"Super Monkey Ball 2","GameCube",16,1854,1854,1854,158,0,"","Amusement Vision","Sega","2002-08-26"
22,3536,"Soulcalibur II","GameCube",16,1846,1846,1846,125,0,"3D Fighting","Namco, Project Soul","Namco","2003-08-27"
23,2708,"Mario Golf: Toadstool Tour","GameCube",16,1768,1768,1768,73,0,"","","","2003-07-29"
24,8231,"Fire Emblem: Path of Radiance","GameCube",16,1751,1751,1751,72,0,"Tactical RPG","Intelligent Systems","Nintendo","2005-10-17"
25,25450,"Mario Party 4","GameCube",16,1637,1637,1637,58,0,"Board Game, Party","Hudson Soft","Nintendo","2002-10-21"
26,25476,"Super Mario Strikers","GameCube",16,1628,1628,1628,40,0,"","Next Level Games","","2005-11-18"
27,25453,"Mario Superstar Baseball","GameCube",16,1560,1560,1560,120,0,"","","","2005-07-21"
28,3792,"Mario Power Tennis","GameCube",16,1526,1526,1526,235,0,"","","","2004-10-28"
29,8329,"Star Fox Adventures","GameCube",16,1495,1495,1495,53,0,"","","","2002-09-23"
30,9510,"Super Monkey Ball","GameCube",16,1475,1475,1475,77,0,"3D Platforming","Amusement Vision","Sega","2001-09-14"
31,3176,"Resident Evil 2","GameCube",16,1396,1396,1396,172,0,"Survival Horror","Capcom, TOSE","Capcom","2003-01-14"
32,14817,"Pikmin 2","GameCube",16,1380,1380,1380,113,0,"Real-Time Strategy","Nintendo","Nintendo","2004-04-29"
33,25472,"Star Fox: Assault","GameCube",16,1320,1320,1320,58,0,"","Namco","Nintendo","2005-02-14"
34,3353,"LEGO Star Wars: The Video Game","GameCube",16,1298,1298,1298,44,0,"Action-Adventure","Traveller's Tales","Eidos Interactive, LucasArts | Lucasfilm","2005-10-25"
35,3780,"Pokémon XD: Gale of Darkness","GameCube",16,1269,1269,1269,151,0,"Turn-Based RPG","Genius Sonority","Nintendo, The Pokémon Company","2005-08-04"
36,25435,"Dance Dance Revolution: Mario Mix","GameCube",16,1265,1265,1265,77,0,"Rhythm","Konami","Nintendo","2005-07-14"
37,15690,"SpongeBob SquarePants: Battle for Bikini Bottom","GameCube",16,1226,1226,1226,61,0,"3D Platforming, Collect-a-thon","Heavy Iron Studios","THQ","2003-10-31"
38,3781,"Pokémon Channel","GameCube",16,1186,1186,1186,31,0,"Pet Simulation, Point-and-Click Adventure","Ambrella","Nintendo","2003-07-18"
39,28381,"Mario Party 6","GameCube",16,1112,1112,1112,139,0,"Board Game, Party","Hudson Soft","Nintendo","2004-11-18"
40,3783,"Viewtiful Joe","GameCube",16,1020,1020,1020,65,0,"Beat 'em Up","Capcom Production Studio 4","Capcom","2003-06-26"
41,3358,"Resident Evil","GameCube",16,1006,1006,1006,114,0,"Survival Horror","Capcom","Capcom","2002-03-22"
42,2198,"The Legend of Zelda: Collector's Edition","GameCube",16,943,943,943,391,0,"Action-Adventure, Compilation","Nintendo","Nintendo","2003-11-07"
43,7777,"Killer7","GameCube",16,920,920,920,77,0,"Action-Adventure, Rail Shooter","Capcom, Grasshopper Manufacture","Capcom","2005-07-07"
44,6336,"Magical Mirror Starring Mickey Mouse","GameCube",16,863,863,863,45,0,"Point-and-Click Adventure","Capcom","Nintendo","2002-08-09"
45,25452,"Mario Party 7","GameCube",16,833,833,833,139,0,"Board Game, Party","Hudson Soft","Nintendo","2005-11-07"
46,7683,"Metroid Prime 2: Echoes","GameCube",16,804,804,804,68,0,"Metroidvania, 3D Platforming, First-Person Shooter","Retro Studios","Nintendo","2004-11-15"
47,25456,"Naruto: Clash of Ninja","GameCube",16,804,804,804,26,0,"3D Fighting","Raizing | Eighting","Tomy","2003-04-11"
48,6870,"Resident Evil 3: Nemesis","GameCube",16,794,794,794,71,0,"Survival Horror","Capcom, TOSE","Capcom","2003-01-15"
49,28371,"~Hack~ Shadow the Hedgehog: Reloaded","GameCube",16,785,785,785,71,0,"3D Platforming, Collect-a-thon","LimblessVector, dreamsyntax","Hack - Shadow the Hedgehog","2024-07-01"
50,25486,"Ultimate Spider-Man","GameCube",16,775,775,775,40,0,"Action-Adventure, Sandbox","Treyarch","Activision","2005-09-22"
51,6343,"The Simpsons: Road Rage","GameCube",16,765,765,765,59,0,"Arcade Racing","Radical Entertainment","Electronic Arts","2001-12-19"
52,3337,"LEGO Star Wars II: The Original Trilogy","GameCube",16,762,762,762,76,0,"Action-Adventure","Traveller's Tales","LucasArts | Lucasfilm","2006-09-12"
53,28426,"1080° Avalanche","GameCube",16,747,747,747,66,0,"Extreme Sports - Snowboarding","Nintendo","Nintendo","2003-11-28"
54,25426,"Billy Hatcher and the Giant Egg","GameCube",16,711,711,711,39,0,"","","","2003-10-09"
55,6354,"Shadow the Hedgehog","GameCube",16,668,668,668,112,0,"3D Platforming","Sonic Team","Sega","2005-11-18"
56,25457,"Naruto: Clash of Ninja 2","GameCube",16,666,666,666,77,0,"3D Fighting","Raizing | Eighting","Tomy","2003-12-04"
57,6981,"Tales of Symphonia","GameCube",16,650,650,650,294,0,"Action RPG","Namco Tales Studio","Namco","2004-07-13"
58,25473,"Star Wars Jedi Knight II: Jedi Outcast","GameCube",16,635,635,635,213,0,"First-Person Shooter","Vicarious Visions","LucasArts | Lucasfilm","2002-11-20"
59,2731,"Ikaruga","GameCube",16,616,616,616,53,0,"Shoot 'em Up, Bullet Hell","Treasure","Infogrames","2003-01-16"
60,6928,"Mega Man X Collection","GameCube",16,607,607,607,407,0,"Action, 2D Platforming, Compilation, Kart Racing","Capcom","Capcom","2006-01-10"
61,25488,"Winnie the Pooh's Rumbly Tumbly Adventure","GameCube",16,594,594,594,18,0,"","Phoenix Entertainment","","2005-02-08"
62,28368,"Scooby-Doo! Night of 100 Frights","GameCube",16,590,590,590,48,0,"3D Platforming","Heavy Iron Studios","THQ","2002-05-20"
63,6850,"Lost Kingdoms","GameCube",16,584,584,584,53,0,"Action RPG, Card Game","FromSoftware","Activision","2002-04-25"
64,25451,"Mario Party 5","GameCube",16,575,575,575,55,0,"Board Game, Party","Hudson Soft","Nintendo","2003-11-11"
65,9915,"Wave Race: Blue Storm","GameCube",16,571,571,571,62,0,"Extreme Sports - Watercross","Nintendo","Nintendo","2001-09-14"
66,2466,"Resident Evil 0","GameCube",16,570,570,570,84,0,"Survival Horror","Capcom","Capcom","2002-11-12"
67,30035,"Beyblade V-Force: Super Tournament Battle","GameCube",16,520,520,520,34,0,"","","","2002-12-19"
68,6871,"Resident Evil CODE: Veronica X","GameCube",16,507,507,507,115,0,"Survival Horror","Capcom, TOSE","Capcom","2003-08-07"
69,28369,"~Hack~ Samus Goes to the Fridge to Get a Glass of Milk 3D","GameCube",16,483,483,483,10,0,"","Hacker - kkzero","Hack - Metroid Prime","2021-06-17"
70,25429,"Bust-A-Move 3000","GameCube",16,481,481,481,44,0,"","Taito","Ubisoft","2002-12-03"
71,25434,"Custom Robo","GameCube",16,476,476,476,83,0,"","Noise, StudioFAKE","","2004-03-04"
72,28598,"GT Cube","GameCube",16,460,460,460,85,0,"Racing Simulation","MTO","MTO","2003-06-20"
73,32657,"~Hack~ Pikmin 1²","GameCube",16,452,452,452,77,0,"","Pikhacker","Hack - Pikmin 2","2024-12-28"
74,6916,"Spider-Man 2","GameCube",16,447,447,447,57,0,"Action-Adventure, Sandbox","Treyarch","Activision, Taito","2004-06-28"
75,25493,"Kururin Squash!","GameCube",16,439,439,439,66,0,"Puzzle","Raizing | Eighting","Nintendo","2004-10-14"
76,7724,"Rayman 3: Hoodlum Havoc","GameCube",16,432,432,432,76,0,"","","","2003-02-21"
77,15543,"Skies of Arcadia Legends","GameCube",16,428,428,428,180,0,"","Overworks","Sega","2003-01-29"
78,13727,"Donkey Konga (USA)","GameCube",16,427,427,427,82,0,"Rhythm","Namco","Nintendo","2004-09-27"
79,31187,"~Hack~ Paper Mario: The Tower of Trials","GameCube",16,421,421,421,80,0,"","jdaster64","","2024-10-21"
80,7054,"Battalion Wars","GameCube",16,415,415,415,48,0,"Real-Time Strategy","Kuju Entertainment","Nintendo","2005-09-19"
81,3885,"Final Fantasy Crystal Chronicles","GameCube",16,404,404,404,138,0,"Action RPG","Square Enix","Nintendo","2004-02-09"
82,25444,"Godzilla: Destroy All Monsters Melee","GameCube",16,389,389,389,53,0,"3D Fighting","Pipeworks Software","Atari","2002-10-08"
83,29177,"Bloody Roar: Primal Fury","GameCube",16,384,384,384,47,0,"","","","2002-03-19"
84,7003,"Burnout","GameCube",16,381,381,381,27,0,"Arcade Racing","Criterion Games","Acclaim","2002-04-30"
85,8577,"Harvest Moon: Magical Melody","GameCube",16,376,376,376,138,0,"","","","2005-03-28"
86,30151,"~Hack~ Luigi's Mansion Beta Restoration","GameCube",16,361,361,361,7,0,"","Portable Productions","Hack - Luigi's Mansion","2023-10-20"
87,1442,"Bomberman Generation","GameCube",16,360,360,360,75,0,"","","","2002-06-04"
88,29749,"Disney's Extreme Skate Adventure","GameCube",16,348,348,348,118,0,"Extreme Sports - Skateboarding","Toys for Bob","Activision","2003-09-02"
89,28385,"Bleach GC: Tasogare ni Mamieru Shinigami","GameCube",16,336,336,336,16,0,"","Polygon Magic","","2005-12-08"
90,30157,"Universal Studios Theme Park Adventure","GameCube",16,336,336,336,26,0,"Adventure, Minigames","Nai'a Digital Works","Kemco","2001-12-07"
91,25417,"P.N.03","GameCube",16,332,332,332,43,0,"Third-Person Shooter","Capcom","Capcom","2003-03-27"
92,28372,"Shrek Extra Large","GameCube",16,318,318,318,29,0,"3D Platforming","Digital Illusions","TDK Mediactive","2002-10-30"
93,28384,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","GameCube",16,317,317,317,73,0,"Action-Adventure","Traveller's Tales","Buena Vista Games","2005-11-14"
94,25424,"Barnyard","GameCube",16,308,308,308,87,0,"Adventure, Minigames","Blue Tongue Entertainment","THQ","2006-08-01"
95,7032,"Crash Bandicoot: The Wrath of Cortex","GameCube",16,306,306,306,110,0,"3D Platforming","Eurocom, Traveller's Tales","Universal Interactive","2002-09-17"
96,28604,"Donkey Konga (Europe)","GameCube",16,278,278,278,71,0,"Rhythm","Namco","Nintendo","2004-10-15"
97,6915,"Spider-Man","GameCube",16,278,278,278,133,0,"Action-Adventure","Treyarch","Activision","2002-04-16"
98,8489,"Baten Kaitos: Eternal Wings and the Lost Ocean","GameCube",16,276,276,276,171,0,"Turn-Based RPG","Monolith Soft","Bandai Namco","2003-12-05"
