id,romId,title,url,image,console,downloadCount,size,romType
31117,30187,Pokemon Celebrations,https://romsfun.com/roms/game-boy-color/pokemon-celebrations.html,https://romsfun.com/wp-content/uploads/2025/06/Pokemon-Celebrations-300x298.jpg,Pokemon Celebrations,"1,734",526.05 K,
31118,30187,Final Fantasy Legend II DX,https://romsfun.com/roms/game-boy-color/final-fantasy-legend-ii-dx.html,https://romsfun.com/wp-content/uploads/2025/09/Final-Fantasy-Legend-II-DX-300x300.jpg,Final Fantasy Legend II DX,87,179.13 K,
31119,30187,The Final Fantasy Legend 1 DX,https://romsfun.com/roms/game-boy-color/the-final-fantasy-legend-1-dx.html,https://romsfun.com/wp-content/uploads/2025/09/The-Final-Fantasy-Legend-1-DX-300x300.jpg,The Final Fantasy Legend 1 DX,91,96.8 K,
31120,30187,Final Fantasy Legend III DX,https://romsfun.com/roms/game-boy-color/final-fantasy-legend-iii-dx.html,https://romsfun.com/wp-content/uploads/2025/09/Final-Fantasy-Legend-III-DX-300x300.jpg,Final Fantasy Legend III DX,81,191.23 K,
31121,30187,Final Fantasy Adventure Color,https://romsfun.com/roms/game-boy-color/final-fantasy-adventure-color.html,https://romsfun.com/wp-content/uploads/2025/10/Final-Fantasy-Adventure-Color-300x300.jpg,Final Fantasy Adventure Color,68,159.38 K,
31122,30187,Pokemon TCG: Neo,https://romsfun.com/roms/game-boy-color/pokemon-tcg-neo.html,https://romsfun.com/wp-content/uploads/2025/07/Pokemon-TCG-Neo-300x300.jpg,Pokemon TCG: Neo,146,467.78 K,
30967,30162,Pokemon Celebrations,https://romsfun.com/roms/game-boy-color/pokemon-celebrations.html,https://romsfun.com/wp-content/uploads/2025/06/Pokemon-Celebrations-300x298.jpg,Pokemon Celebrations,"1,732",526.05 K,
30968,30162,Final Fantasy Legend II DX,https://romsfun.com/roms/game-boy-color/final-fantasy-legend-ii-dx.html,https://romsfun.com/wp-content/uploads/2025/09/Final-Fantasy-Legend-II-DX-300x300.jpg,Final Fantasy Legend II DX,87,179.13 K,
30969,30162,The Final Fantasy Legend 1 DX,https://romsfun.com/roms/game-boy-color/the-final-fantasy-legend-1-dx.html,https://romsfun.com/wp-content/uploads/2025/09/The-Final-Fantasy-Legend-1-DX-300x300.jpg,The Final Fantasy Legend 1 DX,90,96.8 K,
30970,30162,Final Fantasy Legend III DX,https://romsfun.com/roms/game-boy-color/final-fantasy-legend-iii-dx.html,https://romsfun.com/wp-content/uploads/2025/09/Final-Fantasy-Legend-III-DX-300x300.jpg,Final Fantasy Legend III DX,81,191.23 K,
30971,30162,Final Fantasy Adventure Color,https://romsfun.com/roms/game-boy-color/final-fantasy-adventure-color.html,https://romsfun.com/wp-content/uploads/2025/10/Final-Fantasy-Adventure-Color-300x300.jpg,Final Fantasy Adventure Color,68,159.38 K,
30972,30162,Pokemon TCG: Neo,https://romsfun.com/roms/game-boy-color/pokemon-tcg-neo.html,https://romsfun.com/wp-content/uploads/2025/07/Pokemon-TCG-Neo-300x300.jpg,Pokemon TCG: Neo,146,467.78 K,
